word,1900,1910,1920,1930,1940,1950,1960,1970,1980,1990
beautiful,0.0,0.21007855419959454,0.1862998668432575,0.22579189667424515,0.2558744568826443,0.24692773553966496,0.266241079902244,0.339730031433798,0.30419513990132396,0.29578413436938655
increase,0.0,0.19560139307523283,0.20727438996595593,0.20787249047427903,0.22661592373977246,0.24588125277888395,0.265899654311195,0.25806677439505443,0.30372228542227164,0.30143007605515726
century,0.0,0.18893252520036086,0.2014277747051978,0.2239796581799981,0.22691964854585622,0.24587496613531268,0.2679295848218176,0.30308625294688996,0.3180483668853511,0.30730617145950134
daughter,-2.220446049250313e-16,0.1859067154021975,0.2029950444155355,0.23141729670261912,0.2527928153310439,0.26667811641848815,0.2644937896755184,0.29982888767985694,0.3200922407523433,0.3116770598907619
sell,2.220446049250313e-16,0.19754025166262357,0.2416988768507763,0.27007818455254673,0.268276584000269,0.29733677041542683,0.2861234417542897,0.31320698819685766,0.3311964588479267,0.3118188939016008
increased,0.0,0.20841655246941504,0.23894950680587823,0.264411203863834,0.2447533306331796,0.26514406514260114,0.29389707251137376,0.32976686113222886,0.3331261853705849,0.31234586995353486
god,-2.220446049250313e-16,0.20553601896033613,0.23574960563116565,0.24342150746624147,0.25395140226833013,0.27767899478401037,0.2935722876319201,0.29573352972681566,0.33552138047036706,0.3150845082973782
week,0.0,0.16804544069741767,0.2377955052959585,0.22471446858468924,0.30271665051088126,0.2848582331300388,0.32333601596227723,0.3385566017197813,0.35143937086650157,0.31992764436258936
evening,2.220446049250313e-16,0.18884908848581006,0.20628531442539644,0.22962704598813932,0.28864581290300884,0.28244090186467496,0.2685889994908469,0.3199908592716426,0.276160377029797,0.32186251996765336
door,0.0,0.19773847430437552,0.21537274377487348,0.2739835797853474,0.26537722759299387,0.2599158642092948,0.2525218493945064,0.3313480484768556,0.31362391148667257,0.3222822738775525
payment,0.0,0.1835091075171279,0.20369605446064698,0.21456271639263047,0.2271211851142707,0.2724042157715171,0.2725454500729957,0.3197485891092531,0.31561309436487095,0.3227135807934538
during,0.0,0.1901234240251155,0.20464771772602763,0.22761729676629505,0.2618999909833526,0.3086777523947857,0.2894146223211985,0.30574409412199033,0.3226871773392722,0.32542816980550626
evidence,0.0,0.2187214818581742,0.22988547327623654,0.26242692888896657,0.30202523457071984,0.30728400266633527,0.31022192485850575,0.3307975694623285,0.34949245009825014,0.3278248354349669
husband,0.0,0.21238660459508152,0.241468477341668,0.2606210023544835,0.24726006460233485,0.26350638293342976,0.280558746570331,0.29788335076199857,0.3022105479227819,0.3303662963780105
coast,0.0,0.1829922404050931,0.22855526776499724,0.21609281240605271,0.2645164294026513,0.2441659757597635,0.2791333553097174,0.2867887016315487,0.32345767686426197,0.33044311712538266
tell,0.0,0.2134077781875866,0.2315202316763756,0.24710760069650495,0.2994917021843697,0.298622644633188,0.33300760797708395,0.3139133978864401,0.33877101793583364,0.33083977797894504
she,0.0,0.22423425342827752,0.2722549467532339,0.28248528806775774,0.26724011064724773,0.2444501451087786,0.30893073731622134,0.27933202547947167,0.3104845171422468,0.3318510180511698
disease,-2.220446049250313e-16,0.18328293347729085,0.2213047657256474,0.23034245123186792,0.2520856682303694,0.22622316164064937,0.28454975453873843,0.3050580429841576,0.3361088248750107,0.3322086939637232
between,2.220446049250313e-16,0.20732821110906796,0.2576744976116627,0.26097087425436993,0.265729630954038,0.2916812584651717,0.310092604371367,0.31651942002622335,0.32959014230450046,0.3327379578628399
river,0.0,0.19251684802313984,0.216021225612112,0.2546098440242138,0.2436898795269452,0.28285778317635013,0.3118974008371824,0.2767976175020572,0.3143178804380077,0.33404435834326407
protect,0.0,0.21913367941299544,0.2617417165870487,0.24936887206219605,0.2783595110388508,0.26964025688180104,0.29801838564114513,0.33622810450506435,0.3334892143048058,0.33414373745541015
church,-2.220446049250313e-16,0.18374748645465833,0.2124901605723043,0.22547363852845603,0.24110842192115112,0.2256041399732347,0.2454016947737656,0.3139995765188065,0.28742760952199786,0.33481918566599644
most,0.0,0.25441169720647305,0.24967351123057768,0.28403108748970995,0.31157687860008887,0.2868281071310481,0.3201334164117994,0.3070175916775938,0.38661735669632313,0.3368953609371096
act,0.0,0.2020719448213497,0.22690813038528568,0.27791845444412855,0.2763203970594479,0.2947682894415722,0.3424238765292983,0.3462309319829634,0.35985893806714986,0.3374967267077106
water,0.0,0.19708244195315272,0.21322771421278497,0.2008661952807721,0.23520600809959713,0.23697919821002322,0.29429197780984884,0.3048696224603892,0.3437806404036131,0.3376425688804422
know,0.0,0.2564341427632769,0.2742007939372235,0.2917221844237705,0.2617333896379517,0.31029394780191233,0.266474493055035,0.3340434290427081,0.33103755697380954,0.33768094452236475
poet,1.1102230246251565e-16,0.22179919275518023,0.25824140670250295,0.2391805453511382,0.3135508576555551,0.31082709713350976,0.334588100933372,0.3275350326371139,0.35458682025987565,0.3384217467839271
autumn,0.0,0.20470167588170285,0.2537075541535354,0.2681512120976348,0.29673288643528073,0.3161400600203429,0.3289249458743345,0.3280107703142924,0.37508831925830344,0.33864919573063745
brother,0.0,0.2100890356930888,0.23197776706104445,0.21829180035183593,0.24970840189109844,0.2509038730242199,0.2763074567092192,0.31923442763386034,0.2948551761849495,0.3400351046232182
avg,-1.8503717077085942e-18,0.4151120191540222,0.4538753101844633,0.4793720655283978,0.5093159082243164,0.5502488809179482,0.5692014455860683,0.6014874923690409,0.6197114081025563,0.6368802727412272
